,Unnamed: 0,aX,aY,aZ,gX,gY,gZ
44355,44355,1.06,-0.08,0.24,37.72,0.0,-8.67
44356,44356,1.05,-0.06,0.24,38.33,0.0,-8.67
44357,44357,1.03,-0.03,0.23,39.92,15.62,-8.67
44358,44358,1.01,-0.02,0.23,41.14,15.62,-8.67
44359,44359,0.98,-0.0,0.21,42.36,15.62,-8.67
44360,44360,0.94,0.01,0.19,42.97,15.62,-8.67
44361,44361,0.91,0.02,0.17,43.4,15.62,-8.67
44362,44362,0.87,0.01,0.15,44.01,0.0,-8.67
44363,44363,0.85,0.02,0.12,44.62,0.0,-8.67
44364,44364,0.84,0.03,0.1,45.17,0.0,-8.67
44365,44365,0.84,0.04,0.07,45.47,-15.62,-8.67
44366,44366,0.86,0.06,0.06,44.56,-15.62,-8.67
44367,44367,0.92,0.08,0.07,41.2,-31.25,-8.67
44368,44368,0.96,0.11,0.08,37.6,-31.25,-8.67
44369,44369,1.01,0.11,0.1,32.41,-31.25,-8.73
44370,44370,1.03,0.11,0.09,27.95,-31.25,-8.73
44371,44371,1.01,0.1,0.09,25.15,-31.25,-8.73
44372,44372,0.95,0.09,0.1,24.35,-31.25,-8.73
44373,44373,0.88,0.07,0.08,26.25,-31.25,-8.73
44374,44374,0.83,0.05,0.06,27.77,-46.88,-8.73
44375,44375,0.81,0.03,0.05,32.53,-46.88,-8.73
44376,44376,0.81,0.01,0.02,38.09,-62.5,-8.73
44377,44377,0.86,-0.01,0.0,44.25,-62.5,-8.73
44378,44378,0.91,-0.02,-0.01,52.43,-78.12,-8.73
44379,44379,1.02,-0.05,-0.05,71.41,-93.75,-8.73
44380,44380,1.06,-0.07,-0.07,80.26,-93.75,-8.73
44381,44381,1.09,-0.1,-0.07,89.84,-93.75,-8.73
44382,44382,1.11,-0.13,-0.08,99.43,-93.75,-8.73
44383,44383,1.12,-0.16,-0.09,109.13,-93.75,-8.73
44384,44384,1.1,-0.19,-0.11,117.74,-93.75,-8.73
44385,44385,1.08,-0.2,-0.13,128.48,-93.75,-8.73
44386,44386,1.06,-0.21,-0.15,138.79,-93.75,-8.73
44387,44387,1.04,-0.22,-0.17,149.17,-109.38,-8.73
44388,44388,1.02,-0.22,-0.18,157.96,-109.38,-8.73
44389,44389,1.03,-0.22,-0.19,166.63,-109.38,-8.73
44390,44390,1.03,-0.22,-0.18,173.16,-109.38,-8.73
44391,44391,1.06,-0.21,-0.17,190.06,-109.38,-8.73
44392,44392,1.06,-0.2,-0.17,194.21,-109.38,-8.73
44393,44393,1.07,-0.19,-0.16,197.33,-109.38,-8.73
44394,44394,1.08,-0.16,-0.16,198.43,-109.38,-8.73
44395,44395,1.1,-0.12,-0.15,196.96,-93.75,-8.73
44396,44396,1.11,-0.08,-0.15,192.87,-93.75,-8.73
44397,44397,1.12,-0.05,-0.15,186.1,-93.75,-8.73
44398,44398,1.13,-0.02,-0.14,176.39,-93.75,-8.73
44399,44399,1.14,-0.0,-0.15,165.1,-78.12,-8.73
44400,44400,1.15,0.01,-0.16,152.65,-78.12,-8.79
44401,44401,1.16,0.01,-0.17,140.62,-78.12,-8.79
44402,44402,1.17,0.01,-0.19,127.44,-62.5,-8.79
44403,44403,1.17,-0.02,-0.24,107.24,-46.88,-8.79
44404,44404,1.17,-0.03,-0.25,98.57,-46.88,-8.79
44405,44405,1.15,-0.04,-0.28,92.9,-46.88,-8.79
44406,44406,1.13,-0.07,-0.31,87.77,-31.25,-8.79
44407,44407,1.12,-0.09,-0.33,83.74,-31.25,-8.79
44408,44408,1.1,-0.11,-0.34,80.26,-31.25,-8.79
44409,44409,1.09,-0.12,-0.36,77.7,-15.62,-8.79
44410,44410,1.08,-0.13,-0.37,76.17,-15.62,-8.79
44411,44411,1.06,-0.16,-0.36,75.62,-15.62,-8.79
44412,44412,1.05,-0.17,-0.35,76.48,-15.62,-8.79
44413,44413,1.05,-0.19,-0.34,78.55,-15.62,-8.79
44414,44414,1.05,-0.2,-0.32,80.75,0.0,-8.79
44415,44415,1.05,-0.2,-0.31,85.02,0.0,-8.79
44416,44416,1.04,-0.2,-0.3,88.81,0.0,-8.79
44417,44417,1.03,-0.18,-0.28,92.16,15.62,-8.79
44418,44418,1.03,-0.16,-0.27,93.87,15.62,-8.79
44419,44419,1.02,-0.13,-0.26,95.7,15.62,-8.79
44420,44420,1.01,-0.11,-0.25,93.32,31.25,-8.79
44421,44421,1.0,-0.09,-0.25,85.63,31.25,-8.79
44422,44422,0.98,-0.08,-0.25,73.36,46.88,-8.79
44423,44423,0.98,-0.06,-0.26,59.2,46.88,-8.79
44424,44424,0.96,-0.06,-0.25,45.59,46.88,-8.79
44425,44425,0.95,-0.09,-0.23,33.69,46.88,-8.79
44426,44426,0.94,-0.11,-0.21,25.39,62.5,-8.79
44427,44427,0.93,-0.13,-0.2,19.1,62.5,-8.79
44428,44428,0.92,-0.14,-0.18,13.73,62.5,-8.79
44429,44429,0.92,-0.15,-0.17,7.39,62.5,-8.79
44430,44430,0.91,-0.16,-0.16,0.12,62.5,-8.79
44431,44431,0.9,-0.18,-0.15,-5.43,78.12,-8.79
44432,44432,0.88,-0.2,-0.14,-9.58,78.12,-8.79
44433,44433,0.86,-0.24,-0.14,-11.78,78.12,-8.85
44434,44434,0.84,-0.26,-0.13,-12.39,78.12,-8.85
44435,44435,0.82,-0.28,-0.12,-10.86,78.12,-8.85
44436,44436,0.8,-0.29,-0.12,-8.36,78.12,-8.85
44437,44437,0.79,-0.3,-0.11,-5.13,78.12,-8.85
44438,44438,0.79,-0.31,-0.1,-1.77,62.5,-8.85
44439,44439,0.81,-0.33,-0.1,3.97,62.5,-8.85
44440,44440,0.84,-0.34,-0.1,9.58,62.5,-8.85
44441,44441,0.87,-0.36,-0.1,17.03,62.5,-8.85
44442,44442,0.9,-0.37,-0.09,24.11,62.5,-8.85
44443,44443,0.92,-0.37,-0.08,32.59,62.5,-8.85
44444,44444,0.94,-0.37,-0.06,40.04,62.5,-8.85
44445,44445,0.96,-0.37,-0.05,46.39,62.5,-8.85
44446,44446,0.98,-0.36,-0.03,52.31,62.5,-8.85
44447,44447,1.01,-0.34,-0.01,56.21,46.88,-8.85
44448,44448,1.08,-0.33,0.03,63.96,46.88,-8.85
44449,44449,1.16,-0.33,0.01,67.87,31.25,-8.85
44450,44450,1.24,-0.35,0.01,71.04,31.25,-8.85
44451,44451,1.34,-0.38,-0.01,74.77,31.25,-8.85
44452,44452,1.43,-0.4,-0.01,78.12,31.25,-8.85
44453,44453,1.48,-0.36,0.02,79.65,46.88,-8.85
44454,44454,1.44,-0.35,0.02,79.35,46.88,-8.85
44455,44455,1.4,-0.34,0.04,75.74,46.88,-8.85
44456,44456,1.37,-0.31,0.07,69.15,46.88,-8.85
44457,44457,1.35,-0.28,0.09,62.87,46.88,-8.85
44458,44458,1.35,-0.25,0.09,56.03,46.88,-8.85
44459,44459,1.34,-0.23,0.09,49.5,46.88,-8.85
44460,44460,1.3,-0.22,0.07,43.33,46.88,-8.85
44461,44461,1.24,-0.21,0.06,36.74,46.88,-8.85
44462,44462,1.17,-0.2,0.05,31.98,46.88,-8.85
44463,44463,1.09,-0.19,0.03,26.98,46.88,-8.85
44464,44464,1.03,-0.19,0.02,22.89,46.88,-8.85
44465,44465,0.97,-0.19,0.02,19.9,46.88,-8.91
44466,44466,0.91,-0.19,-0.0,16.72,46.88,-8.91
44467,44467,0.87,-0.2,0.01,14.53,31.25,-8.91
44468,44468,0.83,-0.2,0.01,13.0,31.25,-8.91
44469,44469,0.79,-0.19,0.01,11.17,31.25,-8.91
44470,44470,0.76,-0.2,0.01,11.66,31.25,-8.91
44471,44471,0.75,-0.2,0.01,11.66,15.62,-8.91
44472,44472,0.77,-0.2,-0.0,12.88,15.62,-8.91
44473,44473,0.82,-0.2,0.0,15.01,0.0,-8.91
44474,44474,0.9,-0.22,-0.0,18.49,0.0,-8.91
44475,44475,0.96,-0.23,-0.01,22.64,0.0,-8.91
44476,44476,1.03,-0.26,-0.01,28.02,0.0,-8.91
44477,44477,1.07,-0.28,-0.01,35.34,0.0,-8.91
44478,44478,1.11,-0.29,-0.01,43.82,0.0,-8.91
44479,44479,1.14,-0.31,-0.01,52.0,0.0,-8.91
44480,44480,1.17,-0.32,-0.01,61.1,0.0,-8.91
44481,44481,1.2,-0.33,-0.0,69.34,0.0,-8.91
44482,44482,1.23,-0.33,-0.0,77.03,0.0,-8.91
44483,44483,1.23,-0.33,-0.0,84.59,0.0,-8.91
44484,44484,1.22,-0.32,0.01,90.76,15.62,-8.91
44485,44485,1.21,-0.32,0.02,95.83,15.62,-8.91
44486,44486,1.19,-0.3,0.03,99.91,15.62,-8.91
44487,44487,1.17,-0.28,0.03,101.32,15.62,-8.91
44488,44488,1.13,-0.24,0.05,101.38,15.62,-8.91
44489,44489,1.09,-0.2,0.05,99.18,15.62,-8.91
44490,44490,1.04,-0.17,0.04,95.83,15.62,-8.91
44491,44491,0.99,-0.15,0.03,89.6,15.62,-8.91
44492,44492,0.92,-0.14,0.02,82.52,15.62,-8.91
44493,44493,0.87,-0.12,0.01,74.1,15.62,-8.91
44494,44494,0.81,-0.1,-0.0,65.8,15.62,-8.91
44495,44495,0.76,-0.09,-0.01,56.21,15.62,-8.91
44496,44496,0.71,-0.07,-0.01,45.1,15.62,-8.91
44497,44497,0.69,-0.06,-0.01,34.55,0.0,-8.91
44498,44498,0.66,-0.05,-0.02,23.25,0.0,-8.91
44499,44499,0.66,-0.05,-0.02,12.76,0.0,-8.97
44500,44500,0.66,-0.05,-0.02,3.11,-15.62,-8.97
44501,44501,0.66,-0.06,-0.02,-4.76,-15.62,-8.97
44502,44502,0.67,-0.09,-0.02,-10.86,-15.62,-8.97
44503,44503,0.7,-0.11,-0.02,-15.56,-15.62,-8.97
44504,44504,0.72,-0.13,-0.02,-18.49,-31.25,-8.97
44505,44505,0.73,-0.15,-0.02,-19.84,-31.25,-8.97
44506,44506,0.76,-0.17,-0.02,-19.04,-31.25,-8.97
44507,44507,0.78,-0.18,-0.03,-16.24,-31.25,-8.97
44508,44508,0.8,-0.2,-0.02,-12.15,-31.25,-8.97
44509,44509,0.83,-0.22,-0.02,-7.51,-31.25,-8.97
44510,44510,0.86,-0.23,-0.03,-1.83,-31.25,-8.97
44511,44511,0.89,-0.25,-0.03,6.29,-31.25,-8.97
44512,44512,0.91,-0.26,-0.03,14.53,-31.25,-8.97
44513,44513,0.93,-0.27,-0.03,23.5,-31.25,-8.97
44514,44514,0.95,-0.27,-0.03,31.8,-31.25,-8.97
44515,44515,0.95,-0.26,-0.04,40.04,-31.25,-8.97
44516,44516,0.96,-0.25,-0.04,46.69,-31.25,-8.97
44517,44517,0.96,-0.24,-0.05,53.04,-31.25,-8.97
44518,44518,0.96,-0.23,-0.05,58.35,-31.25,-8.97
44519,44519,0.96,-0.22,-0.06,62.38,-31.25,-8.97
44520,44520,0.95,-0.22,-0.07,65.8,-31.25,-8.97
44521,44521,0.95,-0.21,-0.08,68.79,-46.88,-8.97
44522,44522,0.95,-0.21,-0.09,70.56,-46.88,-8.97
44523,44523,0.95,-0.21,-0.1,72.27,-46.88,-8.97
44524,44524,0.97,-0.19,-0.1,72.08,-46.88,-8.97
44525,44525,1.0,-0.19,-0.1,71.41,-46.88,-8.97
44526,44526,1.05,-0.18,-0.11,69.64,-62.5,-8.97
44527,44527,1.1,-0.19,-0.12,67.75,-62.5,-8.97
44528,44528,1.12,-0.19,-0.13,64.21,-62.5,-8.97
44529,44529,1.11,-0.18,-0.13,62.07,-62.5,-8.97
44530,44530,1.09,-0.17,-0.13,57.5,-46.88,-8.97
44531,44531,1.05,-0.15,-0.13,52.92,-46.88,-8.97
44532,44532,1.03,-0.14,-0.13,48.03,-62.5,-8.97
44533,44533,1.04,-0.12,-0.13,41.32,-62.5,-9.03
44534,44534,1.08,-0.11,-0.14,34.42,-78.12,-9.03
44535,44535,1.15,-0.11,-0.14,26.67,-78.12,-9.03
44536,44536,1.21,-0.12,-0.14,20.14,-78.12,-9.03
44537,44537,1.25,-0.16,-0.16,17.03,-78.12,-9.03
44538,44538,1.28,-0.22,-0.17,19.59,-78.12,-9.03
44539,44539,1.28,-0.32,-0.18,30.09,-78.12,-9.03
44540,44540,1.27,-0.39,-0.18,46.51,-78.12,-9.03
44541,44541,1.24,-0.45,-0.2,67.5,-62.5,-9.03
44542,44542,1.22,-0.48,-0.22,89.42,-62.5,-9.03
44543,44543,1.18,-0.47,-0.25,109.25,-62.5,-9.03
44544,44544,1.14,-0.45,-0.27,128.11,-62.5,-9.03
44545,44545,1.11,-0.43,-0.28,143.19,-62.5,-9.03
44546,44546,1.06,-0.41,-0.29,156.62,-62.5,-9.03
44547,44547,1.03,-0.4,-0.29,166.69,-62.5,-9.03
44548,44548,0.98,-0.38,-0.28,175.9,-62.5,-9.03
44549,44549,0.95,-0.34,-0.28,180.6,-62.5,-9.03
44550,44550,0.93,-0.28,-0.27,182.37,-62.5,-9.03
44551,44551,0.92,-0.22,-0.27,178.65,-62.5,-9.03
44552,44552,0.93,-0.16,-0.26,170.41,-62.5,-9.03
44553,44553,0.94,-0.11,-0.25,157.04,-62.5,-9.03
44554,44554,0.96,-0.07,-0.24,140.93,-62.5,-9.03
44555,44555,0.98,-0.04,-0.23,122.19,-62.5,-9.03
44556,44556,0.99,-0.02,-0.23,102.54,-62.5,-9.03
44557,44557,0.99,-0.01,-0.23,81.91,-46.88,-9.03
44558,44558,1.0,-0.01,-0.23,61.52,-46.88,-9.03
44559,44559,1.01,-0.02,-0.24,41.26,-46.88,-9.03
44560,44560,1.03,-0.03,-0.25,22.95,-46.88,-9.03
44561,44561,1.05,-0.06,-0.27,5.13,-46.88,-9.03
44562,44562,1.06,-0.09,-0.28,-9.89,-46.88,-9.03
44563,44563,1.07,-0.12,-0.3,-23.56,-31.25,-9.03
44564,44564,1.06,-0.15,-0.32,-33.2,-31.25,-9.03
44565,44565,1.05,-0.18,-0.33,-41.75,-31.25,-9.03
44566,44566,1.04,-0.2,-0.34,-47.36,-31.25,-9.03
44567,44567,1.02,-0.22,-0.35,-50.78,-31.25,-9.03
44568,44568,1.01,-0.25,-0.35,-51.15,-31.25,-9.09
44569,44569,0.99,-0.27,-0.36,-48.52,-31.25,-9.09
44570,44570,0.96,-0.32,-0.35,-35.16,-31.25,-9.09
44571,44571,0.94,-0.35,-0.35,-25.63,-31.25,-9.09
44572,44572,0.93,-0.36,-0.35,-13.92,-31.25,-9.09
44573,44573,0.93,-0.38,-0.34,0.67,-31.25,-9.09
44574,44574,0.91,-0.39,-0.32,16.24,-15.62,-9.09
44575,44575,0.9,-0.39,-0.3,31.98,-15.62,-9.09
44576,44576,0.89,-0.4,-0.3,48.4,-15.62,-9.09
44577,44577,0.89,-0.39,-0.28,66.53,-15.62,-9.09
44578,44578,0.89,-0.38,-0.26,82.21,-15.62,-9.09
44579,44579,0.9,-0.37,-0.25,97.29,-15.62,-9.09
44580,44580,0.9,-0.35,-0.24,111.51,-15.62,-9.09
44581,44581,0.91,-0.34,-0.25,123.41,0.0,-9.09
44582,44582,0.91,-0.32,-0.25,134.58,0.0,-9.09
44583,44583,0.93,-0.29,-0.25,142.7,0.0,-9.09
44584,44584,0.93,-0.27,-0.25,149.05,0.0,-9.09
44585,44585,0.95,-0.23,-0.26,151.31,15.62,-9.09
44586,44586,0.96,-0.2,-0.26,152.22,15.62,-9.09
44587,44587,0.98,-0.19,-0.25,151.67,15.62,-9.09
44588,44588,0.99,-0.17,-0.25,152.59,31.25,-9.09
44589,44589,1.0,-0.16,-0.24,153.5,31.25,-9.09
44590,44590,1.01,-0.15,-0.23,155.82,31.25,-9.09
44591,44591,1.02,-0.14,-0.22,155.76,46.88,-9.09
44592,44592,1.02,-0.12,-0.22,154.17,46.88,-9.09
44593,44593,1.03,-0.11,-0.22,151.43,46.88,-9.09
44594,44594,1.04,-0.1,-0.22,146.0,62.5,-9.09
44595,44595,1.05,-0.09,-0.22,136.66,62.5,-9.09
44596,44596,1.06,-0.06,-0.23,122.99,62.5,-9.09
44597,44597,1.06,-0.05,-0.23,104.19,62.5,-9.09
44598,44598,1.07,-0.03,-0.23,83.13,62.5,-9.09
44599,44599,1.08,-0.02,-0.24,57.5,78.12,-9.09
44600,44600,1.1,-0.02,-0.24,32.78,78.12,-9.09
44601,44601,1.11,-0.04,-0.22,12.02,78.12,-9.16
44602,44602,1.13,-0.09,-0.2,-2.75,78.12,-9.16
44603,44603,1.13,-0.12,-0.18,-13.43,93.75,-9.16
44604,44604,1.12,-0.14,-0.16,-20.87,93.75,-9.16
44605,44605,1.1,-0.15,-0.14,-27.77,93.75,-9.16
44606,44606,1.07,-0.14,-0.13,-35.4,93.75,-9.16
44607,44607,1.05,-0.15,-0.11,-43.27,93.75,-9.16
44608,44608,1.03,-0.15,-0.09,-51.33,93.75,-9.16
44609,44609,1.02,-0.15,-0.07,-57.19,93.75,-9.16
44610,44610,1.01,-0.15,-0.04,-63.35,93.75,-9.16
44611,44611,1.02,-0.16,-0.03,-68.3,93.75,-9.16
44612,44612,1.04,-0.16,-0.03,-70.68,78.12,-9.16
44613,44613,1.08,-0.18,-0.04,-72.45,78.12,-9.16
44614,44614,1.12,-0.18,-0.04,-73.97,78.12,-9.16
44615,44615,1.13,-0.18,-0.05,-74.16,78.12,-9.16
44616,44616,1.11,-0.18,-0.05,-74.22,78.12,-9.16
44617,44617,1.08,-0.18,-0.05,-73.43,78.12,-9.16
44618,44618,1.08,-0.2,-0.07,-71.59,78.12,-9.16
44619,44619,1.09,-0.21,-0.08,-69.46,62.5,-9.16
44620,44620,1.15,-0.23,-0.07,-66.65,62.5,-9.16
44621,44621,1.2,-0.26,-0.08,-62.62,62.5,-9.16
44622,44622,1.23,-0.27,-0.08,-57.5,62.5,-9.16
44623,44623,1.25,-0.29,-0.08,-51.21,62.5,-9.16
44624,44624,1.26,-0.3,-0.07,-43.4,62.5,-9.16
44625,44625,1.26,-0.3,-0.07,-35.77,62.5,-9.16
44626,44626,1.26,-0.3,-0.07,-27.4,46.88,-9.16
44627,44627,1.26,-0.29,-0.06,-19.29,46.88,-9.16
44628,44628,1.26,-0.29,-0.07,-11.72,46.88,-9.16
44629,44629,1.24,-0.28,-0.08,-5.13,46.88,-9.16
44630,44630,1.19,-0.26,-0.11,-0.43,46.88,-9.16
44631,44631,1.14,-0.23,-0.13,2.44,46.88,-9.16
44632,44632,1.09,-0.18,-0.13,2.32,46.88,-9.16
44633,44633,1.04,-0.15,-0.12,-0.85,46.88,-9.16
44634,44634,0.98,-0.13,-0.12,-6.96,46.88,-9.16
44635,44635,0.92,-0.12,-0.1,-13.61,46.88,-9.22
44636,44636,0.86,-0.11,-0.08,-22.22,46.88,-9.22
44637,44637,0.82,-0.09,-0.06,-31.49,46.88,-9.22
44638,44638,0.77,-0.08,-0.06,-40.89,46.88,-9.22
44639,44639,0.77,-0.07,-0.07,-51.33,31.25,-9.22
44640,44640,0.79,-0.07,-0.08,-61.34,31.25,-9.22
44641,44641,0.84,-0.09,-0.1,-69.89,15.62,-9.22
44642,44642,0.9,-0.11,-0.1,-75.87,15.62,-9.22
44643,44643,0.96,-0.15,-0.1,-79.65,15.62,-9.22
44644,44644,1.0,-0.17,-0.1,-80.14,15.62,-9.22
44645,44645,1.05,-0.22,-0.11,-72.08,15.62,-9.22
44646,44646,1.05,-0.24,-0.12,-65.06,15.62,-9.22
44647,44647,1.04,-0.26,-0.12,-56.09,15.62,-9.22
44648,44648,1.03,-0.28,-0.11,-44.62,15.62,-9.22
44649,44649,1.02,-0.29,-0.09,-32.23,15.62,-9.22
44650,44650,1.01,-0.29,-0.09,-20.39,15.62,-9.22
44651,44651,1.0,-0.3,-0.07,-7.69,15.62,-9.22
44652,44652,0.99,-0.29,-0.07,5.19,15.62,-9.22
44653,44653,0.98,-0.29,-0.07,16.54,15.62,-9.22
