,time,aX,aY,aZ,gX,gY,gZ
17081,70957.0,0.02,-0.11,-0.02,166.26,-31.25,-16.91
17082,70963.0,0.19,-0.06,0.1,131.65,-62.5,-16.91
17083,70987.0,0.5,-0.13,0.42,0.85,-140.62,-16.91
17084,70996.0,0.45,-0.19,0.38,-17.52,-156.25,-16.91
17085,71001.0,0.41,-0.18,0.3,-20.26,-171.88,-16.91
17086,71010.0,0.39,-0.11,0.12,-21.79,-187.5,-16.91
17087,71016.0,0.38,-0.1,0.0,-28.08,-187.5,-16.91
17088,71032.0,0.15,-0.31,-0.55,-43.64,-187.5,-16.91
17089,71039.0,0.02,-0.48,-0.8,-44.19,-203.12,-16.91
17090,71046.0,-0.1,-0.58,-1.05,-34.97,-187.5,-16.91
17091,71054.0,-0.29,-0.61,-1.41,-22.71,-187.5,-16.91
17092,71061.0,-0.5,-0.48,-1.71,-14.04,-187.5,-16.91
17093,71069.0,-0.85,-0.2,-1.96,-9.58,-187.5,-16.91
17094,71076.0,-1.27,0.01,-2.05,-10.38,-203.12,-16.91
17095,71084.0,-1.58,0.04,-1.78,-22.89,-265.62,-16.91
17096,71091.0,-0.75,-0.16,-1.66,-80.93,-281.25,-16.91
17097,71098.0,0.08,-0.25,-1.61,-172.12,-234.38,-16.91
17098,71107.0,0.3,-0.38,-1.83,-252.44,-171.88,-16.91
17099,71114.0,0.29,-0.49,-2.32,-302.55,-109.38,-16.91
17100,700.0,-0.92,-1.18,1.45,-1040.41,156.25,-0.12
17101,708.0,-0.98,-1.58,1.58,-966.19,109.38,-0.12
17102,715.0,-0.95,-1.96,1.4,-845.03,78.12,-0.12
17103,722.0,-0.91,-2.19,1.34,-677.12,31.25,-0.12
17104,730.0,-0.88,-2.43,1.11,-467.41,0.0,-0.12
17105,738.0,-0.76,-2.56,0.79,-270.45,-15.62,-0.12
17106,746.0,-0.7,-2.28,0.52,-105.71,0.0,-0.12
17107,752.0,-0.74,-1.69,0.38,8.91,-15.62,-0.12
17108,760.0,-0.76,-1.06,0.08,91.0,-15.62,-0.12
17109,767.0,-0.73,-0.73,-0.18,139.71,-15.62,-0.18
17110,776.0,-0.66,-0.64,-0.36,177.55,-31.25,-0.18
17111,783.0,-0.62,-0.7,-0.42,213.81,-15.62,-0.18
17112,790.0,-0.61,-0.78,-0.43,255.25,-15.62,-0.18
17113,798.0,-0.63,-0.87,-0.4,303.89,-15.62,-0.18
17114,805.0,-0.65,-0.93,-0.37,348.82,-15.62,-0.18
17115,813.0,-0.69,-0.98,-0.28,391.97,-15.62,-0.18
17116,820.0,-0.72,-0.99,-0.23,415.04,-31.25,-0.18
17117,828.0,-0.73,-0.91,-0.26,405.64,-31.25,-0.18
17118,835.0,-0.73,-0.77,-0.32,377.2,-46.88,-0.18
17119,842.0,-0.71,-0.55,-0.38,350.04,-46.88,-0.18
17120,850.0,-0.7,-0.43,-0.46,313.6,-46.88,-0.18
17121,858.0,-0.68,-0.33,-0.56,263.98,-46.88,-0.18
17122,865.0,-0.66,-0.32,-0.65,216.49,-46.88,-0.18
17123,873.0,-0.62,-0.44,-0.77,166.75,-46.88,-0.18
17124,880.0,-0.55,-0.59,-0.87,115.42,-46.88,-0.18
17125,887.0,-0.48,-0.75,-0.96,67.44,-46.88,-0.18
17126,895.0,-0.42,-0.89,-1.08,16.66,-31.25,-0.18
17127,903.0,-0.39,-0.93,-1.19,-41.2,-31.25,-0.18
17128,911.0,-0.4,-0.82,-1.28,-111.88,-15.62,-0.18
17129,917.0,-0.42,-0.58,-1.28,-175.66,0.0,-0.18
17130,925.0,-0.46,-0.36,-1.21,-242.49,15.62,-0.18
17131,932.0,-0.5,-0.3,-1.06,-310.79,15.62,-0.18
17132,941.0,-0.51,-0.39,-0.85,-378.66,15.62,-0.18
17133,948.0,-0.5,-0.53,-0.69,-437.87,15.62,-0.18
17134,956.0,-0.53,-0.61,-0.45,-478.7,15.62,-0.18
17135,963.0,-0.6,-0.73,-0.25,-515.99,15.62,-0.18
17136,970.0,-0.69,-0.78,-0.15,-554.38,15.62,-0.18
17137,978.0,-0.76,-0.73,-0.1,-580.38,31.25,-0.18
17138,985.0,-0.83,-0.64,-0.05,-598.51,31.25,-0.18
17139,993.0,-0.91,-0.52,0.06,-619.93,31.25,-0.18
17140,1000.0,-0.98,-0.42,0.14,-635.01,15.62,-0.18
17141,1007.0,-1.04,-0.35,0.19,-646.55,0.0,-0.18
17142,1015.0,-1.06,-0.33,0.26,-656.49,-31.25,-0.18
17143,1023.0,-1.05,-0.37,0.36,-658.33,-46.88,-0.24
17144,1030.0,-1.02,-0.43,0.45,-650.7,-62.5,-0.24
17145,1038.0,-0.96,-0.49,0.53,-633.12,-78.12,-0.24
17146,1045.0,-0.9,-0.5,0.56,-602.11,-93.75,-0.24
17147,1052.0,-0.83,-0.49,0.57,-560.67,-93.75,-0.24
17148,1060.0,-0.78,-0.47,0.53,-524.96,-93.75,-0.24
17149,1068.0,-0.71,-0.4,0.43,-492.37,-93.75,-0.24
17150,1076.0,-0.65,-0.36,0.31,-461.67,-93.75,-0.24
17151,1083.0,-0.57,-0.3,0.18,-439.15,-78.12,-0.24
17152,1090.0,-0.52,-0.2,0.09,-419.86,-62.5,-0.24
17153,1097.0,-0.46,-0.12,0.02,-404.36,-46.88,-0.24
17154,1105.0,-0.4,-0.17,-0.01,-382.02,-31.25,-0.24
17155,1113.0,-0.37,-0.37,0.03,-350.4,-31.25,-0.24
17156,1128.0,-0.35,-1.1,0.13,-206.79,0.0,-0.24
17157,1135.0,-0.37,-1.42,0.2,-95.15,15.62,-0.24
17158,1151.0,-0.37,-2.14,0.72,189.76,62.5,-0.24
17159,1158.0,-0.4,-2.42,1.01,358.28,78.12,-0.24
17160,1166.0,-0.43,-2.61,1.44,551.57,93.75,-0.24
17161,1172.0,-0.51,-2.77,1.98,783.2,125.0,-0.24
17162,1180.0,-0.61,-2.86,2.58,1010.5,156.25,-0.24
17163,1188.0,-0.79,-2.79,3.41,1256.9,187.5,-0.24
17164,1195.0,-1.04,-2.43,4.25,1495.24,187.5,-0.24
17165,1203.0,-1.38,-1.69,5.25,1746.52,156.25,-0.24
17166,1210.0,-1.68,-1.12,5.93,1981.14,78.12,-0.24
17167,1217.0,-1.79,-0.48,6.41,2000.0,-15.62,-0.24
17168,1225.0,-1.56,0.54,6.99,2000.0,-78.12,-0.24
17169,1233.0,-1.2,2.84,7.14,2000.0,-109.38,-0.24
17170,1241.0,-0.98,6.29,5.16,2000.0,-140.62,-0.24
17171,1248.0,-0.62,9.52,-1.69,1296.33,-171.88,-0.24
17172,1255.0,0.63,10.36,-2.77,211.98,-93.75,-0.24
17173,1262.0,0.74,4.49,-3.84,-248.35,0.0,-0.24
17174,1278.0,0.45,-0.24,-1.93,-1246.89,109.38,-0.24
17175,1286.0,0.43,-0.2,0.63,-1300.42,343.75,-0.31
17176,1292.0,-0.68,-0.42,0.42,-1444.4,406.25,-0.31
17177,1300.0,-1.25,-0.38,2.37,-1631.65,265.62,-0.31
17178,1307.0,-1.29,-1.84,2.38,-1524.17,203.12,-0.31
17179,1316.0,-1.43,-1.63,2.0,-1381.16,187.5,-0.31
17180,1323.0,-1.62,-0.96,1.53,-1285.1,125.0,-0.31
17181,1331.0,-1.66,-0.36,1.14,-1166.81,62.5,-0.31
17182,1338.0,-1.41,-0.08,0.15,-1046.94,15.62,-0.31
17183,1345.0,-1.03,-0.54,-0.01,-965.15,0.0,-0.31
17184,1353.0,-0.71,-1.25,0.03,-770.08,-31.25,-0.31
17185,1360.0,-0.5,-2.3,0.39,-379.76,-31.25,-0.31
17186,1368.0,-0.44,-3.43,0.91,104.74,-46.88,-0.31
17187,1375.0,-0.31,-3.56,0.8,357.48,-15.62,-0.31
17188,1382.0,-0.32,-2.33,0.85,535.64,15.62,-0.31
17189,1390.0,-0.39,-1.36,0.94,717.9,31.25,-0.31
17190,1398.0,-0.55,-0.9,1.06,863.95,15.62,-0.31
17191,1405.0,-0.76,-1.01,1.09,953.0,-15.62,-0.31
17192,1413.0,-0.88,-1.28,0.98,1009.64,-31.25,-0.31
17193,1420.0,-0.96,-1.34,0.84,1065.86,-31.25,-0.31
17194,1427.0,-1.0,-1.26,0.82,1091.43,-31.25,-0.31
17195,1435.0,-0.93,-1.08,0.76,1071.59,-46.88,-0.31
17196,1443.0,-0.88,-0.45,0.57,976.81,-31.25,-0.31
17197,1451.0,-0.96,0.26,0.07,799.87,-46.88,-0.31
17198,1458.0,-0.9,0.79,-0.07,642.88,-46.88,-0.31
17199,1465.0,-0.87,1.21,-0.43,455.26,-31.25,-0.31
17200,1472.0,-0.99,1.19,-0.39,250.43,-31.25,-0.31
17201,1481.0,-0.9,1.02,-0.38,93.93,-31.25,-0.31
17202,1488.0,-0.8,1.11,-0.43,-43.58,-46.88,-0.31
17203,1496.0,-0.54,1.18,-0.54,-182.92,-31.25,-0.31
17204,1502.0,-0.46,1.01,-0.48,-331.85,0.0,-0.31
17205,1510.0,-0.5,0.75,-0.34,-487.55,15.62,-0.31
17206,1518.0,-0.47,0.55,-0.27,-622.19,31.25,-0.31
17207,1525.0,-0.57,0.32,-0.09,-744.87,46.88,-0.31
17208,1533.0,-0.71,0.05,0.1,-867.61,62.5,-0.31
17209,1541.0,-0.8,-0.12,0.26,-958.31,78.12,-0.37
17210,1547.0,-0.96,-0.28,0.49,-1009.34,78.12,-0.37
17211,1555.0,-1.09,-0.38,0.61,-1015.38,78.12,-0.37
17212,1563.0,-1.22,-0.52,0.64,-992.86,62.5,-0.37
17213,1570.0,-1.27,-0.56,0.67,-930.05,46.88,-0.37
17214,1578.0,-1.3,-0.67,0.8,-847.96,15.62,-0.37
17215,1585.0,-1.28,-0.76,0.88,-768.01,-15.62,-0.37
17216,1593.0,-1.21,-0.79,0.92,-692.02,-31.25,-0.37
17217,1600.0,-1.13,-0.76,0.85,-641.72,-46.88,-0.37
17218,1608.0,-1.06,-0.7,0.72,-606.63,-46.88,-0.37
17219,1616.0,-1.02,-0.64,0.58,-570.19,-46.88,-0.37
17220,1630.0,-0.96,-0.69,0.32,-477.11,-46.88,-0.37
17221,1637.0,-0.92,-0.69,0.23,-418.15,-46.88,-0.37
17222,1646.0,-0.85,-0.61,0.12,-350.16,-31.25,-0.37
17223,1653.0,-0.8,-0.52,0.05,-294.8,-31.25,-0.37
17224,1662.0,-0.75,-0.42,-0.05,-235.6,-15.62,-0.37
17225,1667.0,-0.73,-0.41,-0.09,-196.9,0.0,-0.37
17226,1675.0,-0.71,-0.54,-0.14,-146.18,0.0,-0.37
17227,1682.0,-0.72,-0.74,-0.17,-93.26,15.62,-0.37
17228,1691.0,-0.75,-0.96,-0.2,-27.53,31.25,-0.37
17229,1698.0,-0.78,-1.1,-0.19,40.89,62.5,-0.37
17230,1706.0,-0.8,-1.2,-0.17,110.78,78.12,-0.37
17231,1712.0,-0.82,-1.33,-0.03,183.47,93.75,-0.37
17232,1720.0,-0.85,-1.51,0.26,262.08,93.75,-0.37
17233,1728.0,-0.93,-1.72,0.52,358.83,93.75,-0.37
17234,1735.0,-0.97,-1.95,0.82,466.8,93.75,-0.37
17235,1743.0,-0.94,-2.13,1.29,595.4,93.75,-0.37
17236,1750.0,-0.89,-2.2,1.7,732.91,93.75,-0.37
17237,1757.0,-0.79,-2.12,2.26,890.2,109.38,-0.37
17238,1765.0,-0.72,-1.95,2.74,1035.83,125.0,-0.37
17239,1773.0,-0.75,-1.69,3.3,1179.63,171.88,-0.37
17240,1781.0,-0.92,-1.44,3.85,1310.97,203.12,-0.37
17241,1789.0,-1.27,-1.23,4.35,1435.61,203.12,-0.37
17242,1795.0,-1.6,-1.14,4.59,1543.03,171.88,-0.43
17243,1802.0,-1.87,-1.03,4.65,1662.78,93.75,-0.43
17244,1810.0,-1.84,-0.79,4.59,1847.53,0.0,-0.43
17245,1818.0,-1.38,-0.53,4.85,2000.0,-46.88,-0.43
17246,1826.0,-1.5,-0.44,5.43,2000.0,-140.62,-0.43
17247,1833.0,-0.71,1.14,5.62,1988.1,-187.5,-0.43
17248,1840.0,-0.1,4.23,4.77,1824.95,-156.25,-0.43
17249,1847.0,0.61,7.59,0.36,1437.93,-46.88,-0.43
17250,1856.0,1.16,10.73,-2.4,337.4,31.25,-0.43
17251,1863.0,0.24,7.14,-3.33,-219.42,46.88,-0.43
17252,1871.0,-0.16,2.75,-3.09,-668.27,93.75,-0.43
17253,1877.0,-0.61,1.07,-1.72,-1082.82,62.5,-0.43
17254,1885.0,0.06,0.33,-0.46,-1376.83,171.88,-0.43
17255,1893.0,-0.17,0.1,1.87,-1427.86,265.62,-0.43
17256,1900.0,-0.51,-0.02,1.56,-1504.03,343.75,-0.43
17257,1908.0,-1.01,-0.36,2.77,-1586.06,265.62,-0.43
17258,1916.0,-1.38,-1.49,3.1,-1485.72,156.25,-0.43
17259,1922.0,-1.31,-1.63,2.29,-1339.84,109.38,-0.43
17260,1930.0,-1.28,-0.75,2.07,-1194.89,62.5,-0.43
17261,1938.0,-1.43,-0.18,1.99,-1088.62,-31.25,-0.43
17262,1945.0,-1.21,0.18,1.59,-1022.03,-78.12,-0.43
17263,1953.0,-1.11,0.2,1.18,-999.39,-125.0,-0.43
17264,1960.0,-0.97,-0.15,1.11,-999.33,-171.88,-0.43
17265,1967.0,-0.85,-0.54,1.1,-927.49,-171.88,-0.43
17266,1975.0,-0.87,-1.1,0.99,-783.39,-171.88,-0.43
17267,1983.0,-0.85,-1.6,0.67,-616.21,-156.25,-0.43
17268,1991.0,-0.84,-2.0,0.18,-439.94,-140.62,-0.43
17269,1998.0,-0.77,-2.05,-0.08,-276.73,-109.38,-0.43
17270,2005.0,-0.74,-1.9,-0.19,-100.71,-78.12,-0.43
17271,2012.0,-0.78,-1.76,-0.28,55.73,-46.88,-0.43
17272,2021.0,-0.84,-1.56,-0.32,191.96,-31.25,-0.43
17273,2028.0,-0.88,-1.27,-0.23,285.34,-15.62,-0.43
17274,2036.0,-0.96,-0.89,-0.01,353.21,-15.62,-0.43
17275,2042.0,-1.01,-0.65,0.19,389.1,-15.62,-0.43
17276,2050.0,-0.99,-0.49,0.3,396.97,-46.88,-0.49
17277,2058.0,-0.85,-0.46,0.26,392.33,-46.88,-0.49
17278,2065.0,-0.71,-0.48,0.21,396.67,-46.88,-0.49
17279,2073.0,-0.66,-0.49,0.2,409.79,-15.62,-0.49
17280,2081.0,-0.71,-0.5,0.21,429.57,0.0,-0.49
17281,2087.0,-0.79,-0.5,0.25,455.14,15.62,-0.49
17282,2095.0,-0.86,-0.46,0.34,480.9,31.25,-0.49
17283,2103.0,-0.92,-0.37,0.44,506.1,31.25,-0.49
17284,2110.0,-0.97,-0.27,0.49,521.97,31.25,-0.49
17285,2118.0,-1.02,-0.17,0.51,532.84,31.25,-0.49
17286,2125.0,-1.07,-0.09,0.49,537.29,31.25,-0.49
17287,2133.0,-1.1,-0.1,0.42,538.02,15.62,-0.49
17288,2148.0,-1.13,-0.29,0.3,550.23,-15.62,-0.49
17289,2156.0,-1.13,-0.43,0.23,579.53,-31.25,-0.49
17290,2163.0,-1.1,-0.52,0.17,626.34,-46.88,-0.49
17291,2170.0,-1.04,-0.63,0.11,672.42,-62.5,-0.49
17292,2177.0,-0.96,-0.6,0.09,703.0,-62.5,-0.49
17293,2186.0,-0.88,-0.35,0.05,711.3,-62.5,-0.49
17294,2193.0,-0.81,0.01,-0.14,686.22,-62.5,-0.49
17295,2201.0,-0.77,0.42,-0.54,607.67,-62.5,-0.49
17296,2208.0,-0.76,0.83,-0.95,485.9,-46.88,-0.49
17297,2215.0,-0.73,1.22,-1.38,315.25,-31.25,-0.49
17298,2223.0,-0.68,1.42,-1.58,136.78,0.0,-0.49
17299,2230.0,-0.66,1.43,-1.6,-44.92,31.25,-0.49
17300,2238.0,-0.7,1.17,-1.43,-226.81,46.88,-0.49
17301,2246.0,-0.73,0.87,-1.14,-380.43,62.5,-0.49
17302,2252.0,-0.74,0.53,-0.8,-502.81,78.12,-0.49
17303,2260.0,-0.79,0.26,-0.47,-590.58,93.75,-0.49
17304,2268.0,-0.85,0.02,-0.14,-656.62,93.75,-0.49
17305,2275.0,-0.93,-0.11,0.06,-702.27,93.75,-0.49
17306,2283.0,-1.03,-0.16,0.23,-729.74,93.75,-0.49
17307,2291.0,-1.1,-0.1,0.34,-737.98,78.12,-0.49
17308,2298.0,-1.14,0.01,0.45,-734.5,62.5,-0.49
17309,2305.0,-1.16,0.09,0.5,-725.95,31.25,-0.55
17310,2313.0,-1.19,0.18,0.5,-708.13,15.62,-0.55
17311,2320.0,-1.22,0.22,0.46,-688.05,0.0,-0.55
17312,2328.0,-1.24,0.23,0.37,-663.51,-15.62,-0.55
17313,2335.0,-1.26,0.23,0.29,-637.57,-31.25,-0.55
17314,2342.0,-1.25,0.2,0.21,-613.34,-46.88,-0.55
17315,2351.0,-1.18,0.13,0.11,-590.64,-62.5,-0.55
17316,2358.0,-1.07,-0.02,-0.01,-574.22,-62.5,-0.55
17317,2366.0,-0.89,-0.22,-0.2,-552.86,-46.88,-0.55
17318,2380.0,-0.66,-0.43,-0.58,-466.49,15.62,-0.55
17319,2387.0,-0.65,-0.47,-0.58,-417.91,31.25,-0.55
17320,2396.0,-0.7,-0.52,-0.44,-353.15,46.88,-0.55
17321,2403.0,-0.69,-0.74,-0.3,-286.8,46.88,-0.55
17322,2411.0,-0.65,-1.1,-0.13,-195.74,46.88,-0.55
17323,2417.0,-0.57,-1.56,0.03,-93.75,62.5,-0.55
17324,2425.0,-0.52,-1.84,0.19,25.7,93.75,-0.55
17325,2433.0,-0.45,-1.99,0.3,156.62,125.0,-0.55
17326,2440.0,-0.34,-2.0,0.43,281.56,171.88,-0.55
17327,2448.0,-0.33,-1.91,0.66,419.31,203.12,-0.55
17328,2456.0,-0.44,-1.83,0.96,567.44,234.38,-0.55
17329,2462.0,-0.63,-1.76,1.35,729.61,281.25,-0.55
17330,2470.0,-0.86,-1.65,1.89,880.07,312.5,-0.55
17331,2478.0,-1.28,-1.44,2.73,1054.69,343.75,-0.55
17332,2485.0,-1.75,-1.28,3.34,1276.55,328.12,-0.55
17333,2493.0,-2.19,-1.1,3.66,1526.37,234.38,-0.55
17334,2500.0,-2.28,-0.88,3.9,1797.06,93.75,-0.55
17335,2508.0,-2.02,-0.62,4.37,2000.0,-46.88,-0.55
17336,2516.0,-1.5,-0.37,4.61,2000.0,-140.62,-0.55
17337,2523.0,-0.29,0.61,4.75,2000.0,-140.62,-0.55
17338,2531.0,0.28,2.7,4.59,2000.0,-78.12,-0.55
17339,2538.0,0.03,5.71,0.47,1682.86,-93.75,-0.55
17340,2545.0,-0.49,7.63,-2.66,873.66,-156.25,-0.55
17341,2552.0,-0.27,6.3,-3.37,129.88,-78.12,-0.55
17342,2561.0,-0.47,2.49,-3.12,-463.2,-31.25,-0.61
17343,2568.0,0.37,0.91,-2.0,-911.01,31.25,-0.61
17344,2576.0,0.21,-0.44,-1.19,-664.31,359.38,-0.61
17345,2583.0,-0.7,1.08,2.52,-1304.99,265.62,-0.61
17346,2590.0,-1.34,0.34,1.35,-1429.02,125.0,-0.61
17347,2598.0,-1.23,-0.84,1.59,-1344.97,109.38,-0.61
17348,2605.0,-1.14,-0.54,1.98,-1287.9,125.0,-0.61
17349,2613.0,-1.48,-0.35,1.71,-1228.94,62.5,-0.61
17350,2621.0,-1.35,-0.27,1.4,-1213.5,0.0,-0.61
17351,2627.0,-1.1,-0.21,1.17,-1221.5,-15.62,-0.61
17352,2636.0,-1.0,-0.41,1.16,-1212.83,-46.88,-0.61
17353,2643.0,-1.0,-0.7,1.15,-1146.12,-62.5,-0.61
17354,2650.0,-1.04,-1.14,1.13,-990.48,-78.12,-0.61
17355,2658.0,-1.09,-1.69,0.86,-778.56,-109.38,-0.61
17356,2666.0,-1.02,-2.0,0.48,-586.18,-109.38,-0.61
17357,2673.0,-0.83,-1.96,0.11,-396.85,-109.38,-0.61
17358,2680.0,-0.71,-1.66,-0.03,-213.01,-93.75,-0.61
17359,2688.0,-0.73,-1.36,-0.13,-34.85,-62.5,-0.61
17360,2696.0,-0.84,-1.22,-0.22,102.48,-62.5,-0.61
17361,2703.0,-0.95,-1.08,-0.27,206.54,-46.88,-0.61
17362,2710.0,-1.0,-0.9,-0.22,287.66,-31.25,-0.61
17363,2717.0,-1.04,-0.65,-0.03,336.55,-15.62,-0.61
17364,2726.0,-1.04,-0.4,0.09,374.27,-15.62,-0.61
17365,2733.0,-1.0,-0.21,0.18,386.84,-15.62,-0.61
17366,2741.0,-0.96,-0.16,0.21,370.54,-31.25,-0.61
17367,2748.0,-0.91,-0.17,0.24,347.29,-62.5,-0.61
17368,2755.0,-0.83,-0.26,0.27,330.2,-62.5,-0.61
17369,2763.0,-0.79,-0.4,0.27,323.97,-62.5,-0.61
17370,2770.0,-0.81,-0.48,0.25,327.27,-46.88,-0.61
17371,2778.0,-0.87,-0.54,0.23,336.0,-46.88,-0.61
17372,2786.0,-0.92,-0.57,0.24,350.04,-31.25,-0.61
17373,2792.0,-0.97,-0.56,0.23,366.88,-31.25,-0.61
17374,2800.0,-1.01,-0.56,0.22,384.09,-46.88,-0.61
17375,2808.0,-1.02,-0.57,0.2,403.2,-46.88,-0.61
17376,2815.0,-1.01,-0.6,0.17,421.26,-62.5,-0.67
17377,2823.0,-0.98,-0.61,0.09,444.64,-62.5,-0.67
17378,2831.0,-0.95,-0.61,0.04,467.53,-78.12,-0.67
17379,2838.0,-0.88,-0.54,-0.02,487.67,-78.12,-0.67
17380,2845.0,-0.81,-0.39,-0.08,493.84,-78.12,-0.67
17381,2853.0,-0.72,-0.12,-0.2,479.8,-78.12,-0.67
17382,2860.0,-0.66,0.17,-0.39,442.2,-62.5,-0.67
17383,2868.0,-0.63,0.49,-0.66,370.18,-46.88,-0.67
17384,2875.0,-0.64,0.8,-0.88,279.42,-15.62,-0.67
17385,2882.0,-0.67,1.0,-1.04,167.18,0.0,-0.67
17386,2891.0,-0.71,1.1,-1.07,40.77,15.62,-0.67
17387,2898.0,-0.75,1.04,-1.0,-73.91,15.62,-0.67
17388,2906.0,-0.77,0.92,-0.91,-189.15,31.25,-0.67
17389,2913.0,-0.77,0.78,-0.77,-289.43,31.25,-0.67
17390,2920.0,-0.78,0.61,-0.61,-377.01,46.88,-0.67
17391,2928.0,-0.79,0.41,-0.41,-447.45,62.5,-0.67
17392,2935.0,-0.83,0.26,-0.28,-507.81,62.5,-0.67
17393,2943.0,-0.88,0.16,-0.14,-554.87,62.5,-0.67
17394,2951.0,-0.94,0.13,-0.0,-592.47,62.5,-0.67
17395,2958.0,-0.98,0.11,0.11,-619.63,62.5,-0.67
17396,2965.0,-1.0,0.1,0.2,-645.02,62.5,-0.67
17397,2973.0,-1.03,0.1,0.3,-663.15,46.88,-0.67
17398,2980.0,-1.04,0.08,0.38,-673.4,31.25,-0.67
17399,2988.0,-1.05,0.02,0.46,-675.66,31.25,-0.67
17400,2996.0,-1.06,-0.05,0.51,-664.79,15.62,-0.67
17401,3002.0,-1.07,-0.15,0.52,-640.62,0.0,-0.67
17402,3018.0,-1.05,-0.3,0.44,-565.73,-15.62,-0.67
17403,3025.0,-1.02,-0.31,0.39,-521.97,-15.62,-0.67
17404,3033.0,-1.0,-0.32,0.31,-481.45,-15.62,-0.67
17405,3041.0,-0.98,-0.31,0.23,-449.83,-15.62,-0.67
17406,3048.0,-0.97,-0.29,0.12,-421.57,-15.62,-0.67
17407,3055.0,-0.95,-0.26,0.03,-401.31,0.0,-0.67
17408,3063.0,-0.92,-0.24,-0.07,-386.78,0.0,-0.67
17409,3071.0,-0.87,-0.24,-0.15,-377.44,0.0,-0.73
17410,3078.0,-0.82,-0.26,-0.22,-365.48,15.62,-0.73
17411,3085.0,-0.79,-0.33,-0.28,-347.9,15.62,-0.73
17412,3092.0,-0.77,-0.41,-0.31,-328.12,31.25,-0.73
17413,3101.0,-0.78,-0.52,-0.32,-300.66,31.25,-0.73
17414,3108.0,-0.79,-0.63,-0.29,-268.19,46.88,-0.73
17415,3116.0,-0.8,-0.77,-0.12,-216.92,46.88,-0.73
17416,3123.0,-0.76,-1.01,0.03,-148.62,46.88,-0.73
17417,3130.0,-0.74,-1.31,0.18,-61.04,46.88,-0.73
17418,3138.0,-0.72,-1.53,0.28,36.87,78.12,-0.73
17419,3145.0,-0.76,-1.71,0.42,150.39,93.75,-0.73
17420,3153.0,-0.78,-1.8,0.62,269.84,109.38,-0.73
17421,3161.0,-0.74,-1.86,0.83,387.15,125.0,-0.73
17422,3167.0,-0.67,-1.86,1.02,508.0,156.25,-0.73
17423,3175.0,-0.66,-1.8,1.21,632.51,187.5,-0.73
17424,3183.0,-0.74,-1.72,1.55,774.29,203.12,-0.73
17425,3190.0,-0.89,-1.64,1.9,909.48,234.38,-0.73
17426,3198.0,-1.15,-1.42,2.4,1039.37,234.38,-0.73
17427,3206.0,-1.4,-1.11,2.82,1160.58,218.75,-0.73
17428,3213.0,-1.65,-0.79,3.07,1295.53,171.88,-0.73
17429,3220.0,-1.76,-0.62,3.17,1427.73,93.75,-0.73
17430,3228.0,-1.73,-0.48,3.14,1568.18,-15.62,-0.73
17431,3235.0,-1.56,-0.4,3.22,1666.26,-109.38,-0.73
17432,3244.0,-1.19,-0.16,3.19,1707.58,-171.88,-0.73
17433,3250.0,-0.59,0.57,2.94,1669.98,-171.88,-0.73
17434,3257.0,-0.28,2.05,2.82,1546.02,-156.25,-0.73
17435,3266.0,-0.14,4.25,0.74,1279.6,-109.38,-0.73
17436,3273.0,-0.08,6.06,-2.67,718.99,-78.12,-0.73
17437,3281.0,-0.16,6.34,-2.61,104.74,-15.62,-0.73
17438,3288.0,-0.39,3.37,-2.52,-343.69,15.62,-0.73
17439,3295.0,-0.43,1.28,-1.53,-668.76,31.25,-0.73
17440,3303.0,-0.34,0.43,-0.81,-926.03,78.12,-0.73
17441,3310.0,-0.44,0.16,-0.05,-1101.81,156.25,-0.73
17442,3318.0,-0.8,-0.09,1.19,-1144.59,156.25,-0.73
17443,3326.0,-1.09,-0.01,1.43,-1257.69,187.5,-0.73
17444,3333.0,-1.38,-0.29,2.21,-1397.77,109.38,-0.79
17445,3340.0,-1.36,-0.92,1.98,-1329.65,62.5,-0.79
17446,3348.0,-1.34,-0.83,1.75,-1170.53,0.0,-0.79
17447,3355.0,-1.3,-0.43,1.72,-1061.1,-46.88,-0.79
17448,3363.0,-1.37,-0.48,1.58,-1014.77,-125.0,-0.79
17449,3371.0,-1.18,-0.33,1.31,-995.67,-140.62,-0.79
17450,3378.0,-1.04,-0.26,0.96,-988.65,-156.25,-0.79
17451,3385.0,-0.96,-0.52,0.83,-966.92,-171.88,-0.79
17452,3393.0,-0.85,-0.94,0.79,-878.91,-156.25,-0.79
17453,3400.0,-0.81,-1.42,0.67,-745.67,-140.62,-0.79
17454,3408.0,-0.75,-1.94,0.4,-579.35,-109.38,-0.79
17455,3416.0,-0.7,-2.23,-0.0,-416.2,-93.75,-0.79
17456,3423.0,-0.63,-2.16,-0.24,-240.97,-62.5,-0.79
17457,3431.0,-0.64,-1.78,-0.29,-62.81,-15.62,-0.79
17458,3438.0,-0.73,-1.47,-0.23,86.06,0.0,-0.79
17459,3446.0,-0.83,-1.22,-0.12,203.43,0.0,-0.79
17460,3453.0,-0.89,-1.05,0.0,286.07,0.0,-0.79
17461,3460.0,-0.92,-0.88,0.15,354.31,-15.62,-0.79
17462,3468.0,-0.91,-0.79,0.28,405.82,-31.25,-0.79
17463,3475.0,-0.82,-0.73,0.35,446.53,-31.25,-0.79
17464,3483.0,-0.73,-0.69,0.33,476.75,-31.25,-0.79
17465,3491.0,-0.65,-0.65,0.29,507.63,-15.62,-0.79
